ID,Sample Type,TEQ,BDE-47,BDE-99,BDE-153,BDE-209
92,fish,0.003627151,0.277501045,0,0.292770241,11.32775199
93,fish,0.00683339,1.421453277,0.139502475,0.610866953,80.97165241
94,fish,0.007521682,0.896926526,0,0.57962746,12.04727495
95,fish,0.030852113,3.712073754,0.081206771,0.510018137,25.22922728
96,fish,0.035574544,12.87006359,0.203801991,1.279066439,77.41775445
97,fish,0.038824338,7.348783475,0.35903248,0.479360395,29.00130389
98,fish,0.012725137,2.195174331,0.105237063,0.37653628,37.60245771
99,fish,0.035088285,4.071022092,0.070649696,0.3909061,35.8847134
100,fish,0.069758022,1.375031855,0.763456568,1.485398919,129.0714119
101,fish,0.018076367,1.969679724,0,0.222731716,230.2590503
102,fish,0.05311743,9.60697203,0.126933567,1.943982584,77.98385251
103,fish,0.010173265,1.43026011,0,0.535046359,63.90611749
104,fish,0.02359045,5.8832211,0.11122569,0.978477115,43.50500191
105,fish,0.120550331,5.816773212,1.311658212,1.929757441,71.80314197
106,fish,0.014073569,1.267935501,0,0.248341386,31.1621959
107,fish,0.028323709,7.470450151,0,1.109565782,56.07868897
108,fish,0.158539275,10.21104742,0,0.313320631,29.83446901
109,fish,0.009076568,0.866389933,0,0.256446028,77.88511878
110,fish,0.03920431,11.23558528,0.108892018,1.577264134,65.87432635
111,fish,0.36741767,1.400482075,0,0.604156976,28.66350317
112,fish,0.046371571,18.81159898,0,1.904391015,30.59114215
113,fish,0.41304314,0.9073605,0,0.343481385,68.26870543
114,fish,0.1718876,3.322787885,0,0.669665791,47.346491
115,fish,0.117232046,2.277838043,0,0.39637481,38.66219447
116,fish,0.060239828,49.11626998,6.97564073,6.510923643,23.87013041
117,fish,0.380668573,2.363857906,0.120647325,1.450879151,338.4458224
118,fish,0.360790919,20.83621124,0,1.677959509,155.6710566
119,fish,0.021362845,8.59520785,0,0.593354881,22.3294495
120,fish,0.08866897,1.491977502,0,0.296794809,26.53845811
121,fish,0.104203775,2.35014928,0,1.666543035,25.44950093
122,fish,0.134988885,8.708764228,0,0.952934688,25.88236285
123,fish,0.043895731,13.88689178,0.398116658,1.723905304,41.62108539
124,fish,0.029819508,1.636096099,0.745602269,0.352176618,26.85935984
125,fish,0.130663896,24.84335778,1.89209454,2.162347188,15.11556642
126,fish,0.073213585,7.952434284,1.711904605,0.302391462,201.3097042
127,fish,0.082830516,11.12266045,1.808173046,0.792047147,29.04410336
128,fish,0.336847454,41.01078211,7.033453858,5.220039741,43.31932636
129,fish,0.076862116,7.422086169,1.414335494,1.144364477,355.2050021
130,fish,0.031123008,4.39715159,1.088313715,0.440918255,65.189894
131,fish,0.182507841,18.64385382,3.206644518,2.911960133,17.27275748
132,fish,0.199347924,16.32595493,3.593402582,0.56847974,84.38223874
133,fish,0.051586657,6.729741114,2.975407446,0.899782912,155.8973528
134,fish,0.087287312,10.37353184,2.391066998,0.693465674,41.49611249
135,fish,0.076359592,15.27829793,2.418802867,1.110608898,94.67069155
136,fish,0.420071549,27.70207125,5.424357912,2.426180613,191.4217067
137,fish,0.124572462,13.39693657,2.164692021,1.319958107,21.19231525
138,fish,0.145756483,18.2329431,2.572696375,1.268882175,36.11908359
139,fish,0.037414654,4.471061146,0.982385045,0.371907579,56.06947939
140,fish,0.065087011,7.524343951,1.117346097,2.085162568,18.34098036
141,fish,0.032868261,2.824325229,0.303730494,0.666733641,106.8632376
142,fish,0.024026735,3.07603989,0.589161527,1.470935573,47.4711324
143,fish,0.175391862,0,0,0,0
144,fish,0.01543932,7.995975602,1.902156826,0.215996982,180.6196944
145,fish,0.011286556,3.21841313,0.549674663,0.348968955,220.661034
146,fish,0.022298492,8.601159901,13.36172328,2.174316487,142.9067109
147,fish,0.009381292,3.970485359,3.814250974,1.6629468,1483.147007
148,fish,0.049376188,15.06824535,5.194211478,2.161815491,59.48495313
149,fish,0.062630904,0,0,0,0
150,fish,0.048162994,16.11105718,6.415234767,2.572242177,33.56146652
151,fish,0.430728172,0,0,0,0
152,fish,0.01777721,2.534938593,0,0.171516728,34.07102668
153,fish,0.145574086,7.7063502,0.688251503,0.759018036,8.567447395
154,fish,0.069401683,7.484386299,1.12024193,0.377358491,127.5478272
155,fish,0.032293488,3.466547459,0.093875726,0.231262107,11.97496647
156,fish,0.030890632,0.886651727,0,0.185624937,0
157,fish,0.08153951,14.75240254,1.009227036,1.163117397,14.07043198
158,fish,0.00995512,0.203598329,0,0.098674473,0
159,fish,0.12222394,18.47693126,2.352745646,0.863914373,69.33187076
160,fish,0.130380244,11.79497624,1.736931432,2.317379498,56.19721656
161,fish,0.017669858,0.337701791,0,0,13.85707725
162,fish,0.295677518,25.16918364,2.352899273,1.001923351,64.30510044
163,fish,0.021911825,0.548052764,0,0.130731784,2.566347362
164,fish,0.130502134,11.38629088,0.939677359,0.403301739,5.580628962
165,fish,0.055043195,12.15383097,3.312826924,2.503865513,15.58278778
166,fish,0.051314032,5.887882413,1.244915399,0.598188344,136.1138267
167,fish,0.2117555,9.044999629,1.229763819,1.768869757,13.20825915
168,fish,0.235558418,17.46257015,2.287441841,1.122159772,38.15767914
169,fish,0.110439948,6.829857276,0.090754712,1.183040961,18.95772272
170,fish,0.056622768,3.208866242,0.72621377,1.003679258,2.377101819
171,fish,0.126733344,35.56596809,6.488338099,7.213173083,1678.573568
172,fish,0.168991011,10.88109837,1.429678456,2.056239835,36.38510535
173,fish,0.04923425,3.689149601,0.338137423,0.225957617,52.35057651
174,fish,0.046235308,4.602243645,0.692984795,1.103384029,69.69111805
175,fish,0.103083251,8.343553125,1.500737565,1.265340537,25.27583744
176,fish,0.047603762,17.27595437,2.27354216,1.444982411,26.74668246
177,fish,1.127923356,57.67622919,9.246551659,10.10363413,36.40761143
178,fish,0.088022668,13.16967968,5.071097492,3.811810747,31.85215991
179,fish,0.315552176,29.57219955,6.455648154,7.252933707,39.26969184
180,fish,0.063820362,7.265099364,0.796751672,0.452329633,42.21256869
181,fish,0.174550658,15.16170093,2.292504508,2.376554183,73.78535619
182,fish,0.032604468,1.476003967,0.262001139,0.351582411,88.22759935
183,fish,0.088879073,11.99391873,3.532483933,3.58676601,31.76020104
184,fish,0.144697768,14.72787413,0.884163485,2.064428559,16.55417903
185,fish,0.160267281,13.61532613,2.285231365,3.64709072,25.21302234
186,fish,0.103465687,14.39080084,0.730875465,1.340987928,43.13609952
187,fish,0.104506316,9.869289461,1.148746841,0.730263334,31.49905495
188,fish,0.205792531,19.2702903,2.040192875,3.893379103,15.55398828
189,fish,0.157564234,13.88825575,1.876828364,3.814310118,18.10041099
190,fish,0.365029836,23.24734181,3.330344642,7.275842077,48.5782873
191,fish,0.189540781,9.068154174,0.999833398,2.967040265,761.4825156
192,fish,0.281986064,28.27254566,2.988702356,6.69690713,34.42133535
193,fish,0.044360468,5.333531581,1.401390088,0.468112083,66.50203202
194,fish,0.008242911,1.932827383,0.303619275,0.090762783,19.56632427
195,fish,0.159696517,8.588197006,2.443002518,4.657520365,24.40983508
196,fish,0.008912079,0.934354714,0.091544871,0.142624255,56.02546093
197,fish,0.018772082,1.330481712,0.136086686,0.188775831,12.46534651
198,fish,0.09380687,1.967408552,0.224225517,0.457212378,105.9389312
199,fish,0.017321611,12.26304513,0.522561431,0.70620623,28.32183183
200,fish,0.290722057,41.89385433,4.032419633,7.806471354,47.88364592
201,fish,0.071741591,18.40909436,0.922806531,1.578754308,118.6923103
202,fish,0.290394793,55.08454359,5.387695134,8.966199793,54.8835922
203,fish,0.018768943,4.260986221,0.428394818,0.681661835,34.99231691
204,fish,0.011248145,4.260181588,0.208163311,0.401994065,54.62137018
205,fish,0.066309093,12.01712129,0.703864731,1.059803917,25.03260859
206,fish,0.16853233,7.209835694,0.08655613,0.629913268,90.78495562
207,fish,0.016496609,6.780277894,0.864538487,1.044752143,17.43062666
208,fish,0.058253476,15.31730778,1.158582709,2.204006354,47.39876752
209,fish,0.090076553,1.125500869,0.113547932,0.620384612,19.30005174
210,fish,0.170134301,25.44100667,4.018607425,5.773229773,31.53165556
211,fish,0.009091598,46.44234399,7.320839673,9.416352247,30.87668824
212,fish,0.143450158,1.017310368,0.11424529,0.369451692,101.3028806
213,egg,0.009607429,3.335161346,1.427870461,0.157882584,214.7794839
214,egg,0.011527439,2.983406058,1.472433672,1.726598083,19.91718954
215,egg,0.015106789,3.723373952,2.052856465,0,102.4494382
216,egg,0.005931002,3.050373134,1.637931034,1.037377766,108.1397967
217,egg,0.011118599,3.272727273,1.283327979,3.601349181,79.80886605
218,egg,0.013671878,3.976548643,2.152335282,0.952177626,56.34204822
219,egg,0.021657534,2.751209745,1.722342733,0.718504922,43.65025864
220,egg,0.025398835,2.920185236,2.025333697,0.969763007,49.84132389
221,egg,0.028732025,3.300303607,1.585426884,3.336669669,1077.569146
222,egg,0.019251944,3.560321368,0.711416354,2.968770248,312.3108073
223,egg,0.060012795,5.685680797,2.191508758,11.75880706,227.7801654
224,egg,0.022290835,3.045109038,1.662960135,2.907690776,126.6279417
225,egg,0.021199839,3.703728541,1.224852468,0,51.14605687
226,egg,0.027410727,1.68837133,0.855830736,0,62.72232245
227,egg,0.042071229,1.002338573,0.542094322,0.494023646,139.3299337
228,egg,0.008288782,0.288298747,0.318773279,0,0
229,egg,0.025676379,1.684301999,1.841230895,1.310637428,14.00552063
230,egg,0.01418532,0.573401535,0,2.57544757,0
231,egg,0.022268286,4.952941176,3.172378517,1.332480818,119.6578005
232,egg,0.004877462,2.319578004,1.051722528,0.970497619,81.11474185
233,egg,0.000169041,3.013806361,0.576284516,0.549196085,66.3701503
234,egg,0.002771818,3.616518911,1.463892725,0.748875128,26.9238651
235,egg,0.009385256,1.809444028,0.185617918,1.467748336,162.7542877
236,egg,0.006976677,8.565581854,3.052268245,0.906804734,24.98865878
237,egg,0.047152771,6.592876331,1.77892747,1.032733061,63.25440255
238,egg,0.025455255,4.270408163,3.646938776,6.816326531,184.5867347
239,egg,0.004717696,2.139933736,1.108945625,0.229974664,9.097154551
240,egg,0.005797713,1.256238549,0.539516078,0.670288711,30.80200897
241,egg,0.011115964,0,0,0,0
242,egg,0.012360755,0,0,0,0
243,egg,0.006675962,2.944798111,0.578319735,0.389431842,11.69012822
244,egg,0.001195598,1.873172233,0.699091889,0.683700169,21.9990765
245,egg,0.002021282,1.755808566,0.666578407,0.888991858,16.14251671
246,egg,0.004892705,1.545825436,0.884063092,0.806322079,102.4899611
247,egg,0.010688453,2.815786015,0.29902734,0.59148265,36.62066246
248,egg,0.05467475,2.340935193,3.767022149,4.201804758,59.40246103
249,egg,0.010661371,3.124253682,2.173941887,1.385166512,78.77404803
250,egg,0.079340555,0,0,0,0
251,egg,0.00385674,4.03503455,2.159655716,0.848890775,24.64025943
252,egg,0.010214396,0.392343243,0,0.952505818,53.90081615
253,egg,0.006027201,0.786822486,0.341191484,0.307609645,57.35341527
254,egg,0.027101469,0.135398995,0,0.314650619,101.6763228
255,egg,0.027616269,0.60631368,1.374311007,10.70486053,235.5536997
256,egg,0.007572282,1.642962073,0,1.239983974,33.48357372
257,egg,0.020693917,1.356741308,0.197229986,0.969190666,3592.191828
258,egg,0.060124386,0.208803612,0.081994423,0.167972381,995.7186961
259,egg,0.008782545,0.320850524,0.119961917,0.50714059,56.18343383
260,egg,0.005543824,0,0,0.418765532,24.13493183
261,egg,0.008489275,0.28610445,0.198174793,0.373034905,10.51125766
262,egg,0.021400219,0.192695343,0,0.279134921,30.77693122
263,egg,0.032270854,0.759400658,0.837353439,5.543592856,201.4450018
264,egg,0.026235119,0.36920945,0.621948001,0.932427082,57.524416
265,egg,0.010676808,0.652026424,0.713444028,5.422246027,191.828245
266,egg,0.006240937,0.274131916,0.165143712,1.633826217,192.9742482
267,meat,0.004750747,1.543658362,0.264085988,0,149.2992275
268,meat,0.029941223,1.392055722,0.775700628,0,254.8901009
269,meat,0.020676755,1.414621528,0,0.914411356,312.1275908
270,meat,0.023669201,5.81798096,2.519413848,1.305195438,170.197875
271,meat,0.15024973,2.820386919,0.965007038,1.105764509,170.4353661
272,meat,0.012379646,3.027947585,1.210597792,0,229.129124
273,meat,0.071921287,1.632538846,0.500395049,0.523768765,32.74032131
274,meat,0.046987773,3.80823332,1.523099755,0.138404955,154.8783714
275,meat,0.044080305,3.154949974,3.922130068,1.281266456,62.83899421
276,meat,0.018040272,2.218559584,0.927979223,0.740518763,145.8205973
277,meat,0.038946695,2.178658438,0.302095176,0,106.9202534
278,meat,0.019972401,1.298398642,0.639211639,0.318607051,15.55714619
279,meat,0.022302118,2.654052077,0.939110771,0,0
280,meat,0.009426925,1.869106862,0.707503929,0.119172342,78.5885935
281,meat,0.016033052,1.42362281,1.29067654,0.307605957,34.02521939
282,meat,0.004260553,1.873537888,0.791320563,0.156297678,25.3029327
283,meat,0.00283739,0.630439836,0.281088914,0.143025157,10.37804908
284,meat,0.016129963,0.925971122,0.750865915,0.145260729,22.82257346
285,meat,0.023737777,1.433430356,0.653105275,0.230565458,16.24161952
286,meat,0.007360061,2.031426209,0.530630692,0.121371972,6.137529218
287,meat,0.058651766,2.069672798,1.146996581,0.261110207,19.42373433
288,meat,0.004881404,0.923985148,0.41491872,0.074855144,9.258115106
289,meat,0.009828696,2.048363695,0.879574399,0.165403837,4.208608738
290,meat,0.027488237,2.650680493,1.228127025,0.452365522,25.92417369
291,meat,0.002187685,0.860748594,0.267733566,0,0.410491869
292,meat,0.013021671,1.248114878,0.55766835,0.332437217,22.76965445
293,meat,0.007677117,1.564822187,0.683718153,0.331409236,15.86849788
294,meat,0.024954945,3.164281067,1.416070267,0.445348081,16.27976578
295,meat,0.008803027,1.73325411,0.825205901,0.226810979,9.171635437
296,meat,0.002339979,1.697732513,1.288431975,0.429477325,13.98107225
297,meat,0.005019034,1.642911398,0.819445065,0.302935526,20.16040391
298,meat,0.002540408,1.20248117,0.766504209,0.26362428,49.32698272
299,meat,0.003216607,0,0,0,0
300,meat,0.002877511,0,0,0,0
301,meat,0.033615455,2.094396631,1.401300128,0.70362571,16.3591833
302,meat,0.005293804,3.486723067,1.340407844,0.474839845,12.4783608
303,meat,0.008915556,0,0,0,0
304,meat,0.01970605,1.639902904,1.01997946,0.413126692,99.73811969
305,meat,0.005404128,0,0,0,0
306,meat,0.000168632,1.358549016,0.492155491,2.661137204,10.93684421
307,meat,0.261499075,3.206374804,0.239529479,0.401271166,0.956220652
308,meat,0.005854682,9.107114315,0.997059488,0.307396441,12.92615229
309,meat,0.005500489,3.624559572,0.8325721,0.457392666,17.91889599
310,meat,0.258497771,0,0,0,0
311,meat,0.002433581,2.693982446,0.9637963,0,5.279331763
312,meat,0.051138889,5.932467181,2.028014616,0.373189877,28.35194208
313,meat,0.031486777,9.839858246,2.869512888,0.31526863,9.363779212
314,meat,0.004094667,0.828832781,0.435763389,0.431778616,27.47757139
315,meat,0.041498864,0,0,0,0
316,meat,0.02682205,0,0,0,0
317,meat,0.009815593,1.430350771,0.836194708,0,21.21086649
318,meat,0.009093697,3.766946741,3.361563954,0.751849496,12.47012352
319,meat,0.0003432,2.707652708,1.485991486,0,9.511599512
320,meat,0.015248786,0.159090104,0,0.388046774,42.5735401
321,meat,0.068594401,0.880232293,1.004861179,2.874946984,53.36922123
322,meat,0.004818084,0,0.093445581,0.294863085,0
323,meat,0.002698984,0.298439466,0.054191841,0.086092003,0.9921719
324,meat,0.006881606,5.329741594,1.423060295,0.257407962,89.60025275
326,meat,0.027733672,0.16971538,0.073631381,0.267120122,35.39424156
327,meat,0.00367782,0,0,0.162645964,80.59989734
328,meat,0.019918148,0,0,0.314891685,45.60156959
329,meat,0.018192465,0,0,0.248910815,22.17420554
330,meat,0.004371121,0.416447541,0.511767026,0.676110965,16.67663687
331,meat,0.001166496,0,0,0.097186701,0
332,meat,0.001175738,0,0,0.074367551,0
333,meat,0.000612719,0,0,0.04720109,46.46288587
334,meat,0.015405858,0,0,0.181043222,48.64569122
335,meat,0.08529534,2.880454651,0.933896108,3.211804979,731.7262122
336,meat,0.312617924,2.408368257,1.223308721,4.051420209,1256.152132
337,meat,0.013972843,0,0,0,0
338,meat,0.042639723,1.865524939,0.54976177,0.695698531,157.3564789
339,meat,0.236317728,1.781034939,1.027329275,1.14015352,36.66291689
340,meat,0.035331045,3.525773863,2.208910763,0,43.79743557
341,meat,0.186526955,1.369981101,0,0,24.6865157
342,meat,0.059820542,3.309449466,0.918323747,0,111.1924404
343,meat,0.034196112,1.547060357,0.54979794,0.721222787,23.20460175
344,meat,0.039901584,2.684662818,0.674363684,3.424626082,117.19529
345,meat,0.029727139,1.475330068,0.577091511,0,156.1397476
346,meat,0.049319888,1.563862105,0.776317527,0.376766609,380.3384626
347,meat,0.06630772,1.645148541,0.947895396,0.90409064,61.07272248
348,meat,0.070557494,0.277663088,0,0.602291495,473.4062758
349,meat,0.021041564,0.791946309,0.610043971,0.582735478,0
350,meat,0.077352325,0.981936972,0.478958493,2.432744043,0
351,meat,0.020496189,0,0.152923678,0.992377057,0
352,meat,0.094588691,0.409104891,0.203014457,1.890187635,0
353,meat,0.061332373,0.651558074,0.639835889,0,1.279183354
354,meat,0.177681081,0.848455598,1.208494208,1.079633205,35.77606178
355,meat,0.108402549,0.307093868,0,0.399733852,7.014535776
356,meat,0.075587103,4.671143591,1.533181908,0.186648232,17.87329646
357,meat,0.014672201,7.75120589,2.972328002,1.056613354,86.71997969
358,meat,0.335231518,0,0,0,0
359,meat,0.131511648,1.464173009,0.740207908,1.539818081,38.83655096
360,meat,0.06351232,2.712661449,1.636551036,0.219344864,35.77769189
361,meat,0.092641546,3.7457878,4.021352313,0.358706264,3.939155355
362,meat,0.061925408,2.511358808,1.382342366,0.537050959,20.74167293
363,meat,0.045826975,3.640542698,1.344612929,0,15.935834
364,meat,0.047584226,4.794571713,2.117156375,0,11.86597361
365,meat,0.206598327,3.072014868,1.26312529,0.87749729,4.476382221
366,meat,0.040336166,0,0,0,0
367,meat,0.08412809,2.511484016,1.062466798,1.412455861,14.01706197
368,meat,0.060936833,2.329666667,0.204,0.364666667,2.104
369,meat,0.228439117,0,0,0,0
370,meat,0.479181517,5.055846532,2.55505774,12.33735092,24.56995015
371,meat,0.654242127,0,0,0,0
372,meat,0.215731183,0.193208431,0.249154307,0.487900078,56.00019516
373,meat,0.124387396,0.207646031,0,0.153955625,0
374,meat,0.095740837,0.225661476,0,0.275667806,28.94068869
375,meat,0.073959337,0,0,0.565295707,35.84118883
376,meat,0.027285871,0,0,0.531471813,20.75497155
377,meat,0.057058045,0,0,0.366679595,53.0533759
378,meat,0.402854637,0,0,0.195704351,130.1701643
379,meat,0.000949736,0,0,0.435809761,0
380,meat,0.014655322,0,0,0.239241835,20.04692227
381,meat,0.019659033,0.08435334,0,0.463058546,12.76566878
382,meat,0.061686224,0.394768133,0.154917615,1.219296756,20.5846781
383,meat,0.030101163,0,0,0.914336577,26.2226451
384,meat,0.103173059,0,0,0.297489652,7.993806021
385,meat,0.020450903,0.498061344,0.216877345,0.187561076,0
386,meat,0.146732868,0.258817219,0,0.193107148,61.65079791
387,meat,0.001114173,0.568234134,0.080565603,0,5.424202565
388,meat,0.018067527,1.483755102,0.495346939,1.046204082,4.091102041
389,meat,0.006083129,180.9806228,104.0388197,64.07541744,4553.152305
390,meat,8.35569E-05,5.325118421,4.897479214,0.923515188,6.128391136
391,meat,0.003327865,1.822396343,1.040809664,0,521.993144
392,meat,0.003501297,2.250137777,1.562874834,0.217201024,0
393,meat,0.004551628,2.50202876,0.830655371,0.090888434,8.179309897
394,meat,0.006150801,4.523856793,1.096552181,0.597247039,4.69095361
395,meat,0.001190379,1.763175862,0.544591475,0.476964593,7.447410346
396,meat,0.000397691,6.348957824,6.86629481,1.40587794,9.787650455
397,meat,0.048252211,2.551916286,1.233356011,0.321702789,6.862344899
398,meat,0.004577773,2.050743427,0.547477599,0.171332918,5.286047199
399,meat,0.002643524,1.038389513,0.666666667,0.092384519,7.519350811
400,meat,0.021750239,1.115626281,0.695943177,0.255088103,16.80678869
401,meat,0.026499857,2.032933846,1.169215119,0.625298026,26.6834091
402,meat,0.047276702,1.010094121,0.531646433,0.21279498,48.58511799
403,meat,0.010689914,1.252243867,0.505950402,0.227710923,17.0896217
404,meat,0.019069189,1.178241801,0.74491065,0.517444524,688.2329646
405,meat,0.014077187,0.75338553,0.241943614,1.81424107,18.1813905
406,meat,0.038662236,1.487258275,0.691693664,0.879062156,13.80715407
407,meat,0.021355959,1.936942885,1.492571806,1.267084846,13.78474744
408,meat,0.014759909,0.562871498,0.413779515,0.282749335,0
409,meat,0.011168146,1.166202474,0.778871689,0.398989572,22.69998057
410,meat,0.010504398,3.42526455,1.412037037,0.196097884,14.43948413
411,meat,0.008641845,12.17503681,2.157696712,0.463602159,20.93701947
412,meat,0.081938784,1.49981918,0.48657001,0.317585561,7.189400664
413,meat,0.020610311,1.440485216,0.683983255,0,3.635494611
414,meat,0.01870945,1.750302792,0.855347147,0.29559069,13.93138892
415,meat,0.013603084,34.60429013,17.99968532,1.348403,14.65358997
416,meat,0.007370202,37.31765508,16.41396436,0.955789269,11.94127958
417,meat,0.002402453,32.13795696,15.89183347,0.723146321,9.106287003
418,meat,0.003782826,1.318173328,0.754576018,0.226933134,9.74505043
419,meat,0.001935459,1.824789224,0.553348193,0.179280938,5.238395193
420,meat,0.005314181,0.629134276,0.839650427,0.830959394,7.010767225
421,meat,0.00479139,0.406251517,0.401397855,0.162112314,4.865796243
422,meat,0.011586161,2.383114148,1.241634296,0.562081715,161.2626948
423,meat,0.00127473,1.2684213,0.791939357,0.511794341,4.524224304
424,meat,0.00139678,0.687441764,0.73713635,0.422921627,9.40470028
425,meat,0.005895688,0.807185863,0.645650791,0.299084635,6.940134123
426,meat,0.004154488,1.605933416,1.170943432,1.873986454,3.640179338
